gene_id	gene_name	description	biotype	logFC	logCPM	LR	PValue	FDR
ENSG00000128965	CHAC1	ChaC, cation transport regulator homolog 1 (E. coli) [Source:HGNC Symbol;Acc:HGNC:28680]	protein_coding	 5.834e+00	 5.4465376	7.614e+03	 0.000e+00	 0.000e+00
ENSG00000164929	BAALC	brain and acute leukemia, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:14333]	protein_coding	-5.687e+00	 4.2468377	2.416e+03	 0.000e+00	 0.000e+00
ENSG00000162892	IL24	interleukin 24 [Source:HGNC Symbol;Acc:HGNC:11346]	protein_coding	 5.548e+00	 2.8452432	1.618e+03	 0.000e+00	 0.000e+00
ENSG00000146674	IGFBP3	insulin-like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]	protein_coding	-5.479e+00	 6.1162833	4.736e+03	 0.000e+00	 0.000e+00
ENSG00000170382	LRRN2	leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:HGNC:16914]	protein_coding	-5.154e+00	 3.7279288	3.042e+03	 0.000e+00	 0.000e+00
ENSG00000128165	ADM2	adrenomedullin 2 [Source:HGNC Symbol;Acc:HGNC:28898]	protein_coding	 5.083e+00	 5.5726391	6.075e+03	 0.000e+00	 0.000e+00
ENSG00000102760	RGCC	regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369]	protein_coding	 4.711e+00	 5.0228488	2.792e+03	 0.000e+00	 0.000e+00
ENSG00000103257	SLC7A5	solute carrier family 7 (amino acid transporter light chain, L system), member 5 [Source:HGNC Symbol;Acc:HGNC:11063]	protein_coding	 4.526e+00	 8.2481822	8.186e+03	 0.000e+00	 0.000e+00
ENSG00000070669	ASNS	asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]	protein_coding	 4.215e+00	 7.0349392	8.133e+03	 0.000e+00	 0.000e+00
ENSG00000136244	IL6	interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]	protein_coding	 4.165e+00	 3.8385436	2.133e+03	 0.000e+00	 0.000e+00
ENSG00000166106	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif, 15 [Source:HGNC Symbol;Acc:HGNC:16305]	protein_coding	-4.021e+00	 4.2920672	3.392e+03	 0.000e+00	 0.000e+00
ENSG00000154736	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif, 5 [Source:HGNC Symbol;Acc:HGNC:221]	protein_coding	-3.954e+00	 5.4850866	5.566e+03	 0.000e+00	 0.000e+00
ENSG00000101255	TRIB3	tribbles pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:16228]	protein_coding	 3.933e+00	 7.5135094	6.951e+03	 0.000e+00	 0.000e+00
ENSG00000156453	PCDH1	protocadherin 1 [Source:HGNC Symbol;Acc:HGNC:8655]	protein_coding	 3.833e+00	 4.0923786	1.880e+03	 0.000e+00	 0.000e+00
ENSG00000182836	PLCXD3	phosphatidylinositol-specific phospholipase C, X domain containing 3 [Source:HGNC Symbol;Acc:HGNC:31822]	protein_coding	-3.831e+00	 5.0894888	3.771e+03	 0.000e+00	 0.000e+00
ENSG00000100889	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial) [Source:HGNC Symbol;Acc:HGNC:8725]	protein_coding	 3.767e+00	 7.0300819	4.968e+03	 0.000e+00	 0.000e+00
